nivel_carrera,simoleons,nivel_habilidad,num_amigos,tiene_pareja,num_mascotas,horas_ocio,num_hijos,nivel_social,horas_trabajo,nivel_fitness,tiene_enemigos,moodlets_positivos,moodlets_negativos,num_logros,aspiracion,rasgo,carrera,etapa_vida,tipo_hogar,mundo,animo_score,feliz
1,35505,4,10,0,3,6.7,4,6,9.0,9,1,2,0,28,Fama,Ermitaño,Educación,Adolescente,Departamento,Oasis_Springs,55.5,0
5,51437,8,11,1,2,0.8,1,6,5.2,7,0,5,7,45,Naturaleza,Ermitaño,Ingeniería,Niño,Casa_Familiar,Windenburg,69.8,0
3,8524,10,4,1,0,4.6,2,8,1.5,1,0,7,8,16,Amor,Bromista,Ingeniería,Adulto,Casa_Familiar,Del_Sol_Valley,41.4,0
7,42481,2,0,0,1,6.7,1,7,6.3,8,0,4,2,13,Familia,Sociable,Negocios,Adulto_Mayor,Casa_Propia,Willow_Creek,72.3,1
4,82286,7,1,0,4,2.1,4,4,0.7,4,0,1,5,24,Conocimiento,Creativo,Educación,Adulto_Joven,Departamento,Pleasantview,43.8,0
2,57472,3,4,0,0,5.0,5,8,10.0,7,1,4,9,14,Familia,Alegre,Tecnología,Niño,Compartido,San_Myshuno,38.4,0
9,22452,10,10,0,2,7.6,0,5,0.6,5,0,3,0,41,Familia,Artístico,Tecnología,Niño,Casa_Propia,Windenburg,83.5,1
6,15290,6,3,1,3,12.7,0,1,11.1,10,0,1,8,26,Atletismo,Ermitaño,Arte,Adulto_Joven,Casa_Propia,Oasis_Springs,53.1,0
2,66524,0,16,0,2,4.5,2,10,2.6,1,0,9,4,42,Creatividad,Alegre,Tecnología,Adulto_Mayor,Compartido,Windenburg,75.1,1
3,70175,1,14,0,3,0.1,5,2,7.8,3,1,9,9,16,Fama,Artístico,Negocios,Adulto,Compartido,Del_Sol_Valley,52.2,0
8,76293,4,12,1,0,9.4,0,10,10.1,6,0,9,3,41,Familia,Alegre,Tecnología,Adolescente,Casa_Propia,Willow_Creek,79.3,1
5,12357,4,13,1,4,13.4,1,1,10.8,3,1,8,4,13,Fama,Bromista,Ingeniería,Adulto,Departamento,San_Myshuno,71.2,1
10,38138,2,0,1,2,13.8,5,2,5.6,5,1,0,0,14,Amor,Alegre,Atletismo,Niño,Compartido,Windenburg,62.1,0
1,6352,0,5,1,1,6.5,2,10,1.0,8,0,0,5,6,Naturaleza,Ermitaño,Derecho,Adulto_Joven,Casa_Familiar,San_Myshuno,46.5,0
1,78950,10,5,1,3,2.5,2,8,7.2,10,1,3,6,45,Creatividad,Creativo,Medicina,Adulto_Mayor,Casa_Familiar,Del_Sol_Valley,76.2,1
7,25339,7,0,0,4,9.4,4,6,6.4,9,0,1,2,23,Conocimiento,Sociable,Arte,Adulto,Departamento,Pleasantview,67.5,0
4,32626,9,9,1,1,11.3,1,7,1.9,2,0,5,6,21,Naturaleza,Artístico,Educación,Niño,Compartido,Pleasantview,69.4,0
9,56691,3,8,0,3,7.8,1,10,3.1,8,0,7,9,15,Creatividad,Bromista,Arte,Adolescente,Compartido,Pleasantview,79.7,1
8,14908,6,8,0,4,4.9,0,7,10.3,10,1,8,5,19,Creatividad,Ambicioso,Ingeniería,Niño,Casa_Propia,Willow_Creek,68.3,0
1,77210,6,14,0,4,4.7,5,2,6.4,7,1,1,10,35,Fama,Ermitaño,Ingeniería,Adulto_Joven,Compartido,Oasis_Springs,52.9,0
10,46039,3,14,0,0,6.2,0,7,4.8,4,0,1,6,47,Fama,Alegre,Negocios,Adolescente,Casa_Propia,Willow_Creek,79.9,1
10,55998,7,6,1,1,2.9,3,8,9.4,4,0,7,7,21,Creatividad,Sociable,Ingeniería,Adulto_Mayor,Casa_Propia,San_Myshuno,79.1,1
3,71061,5,3,1,0,5.9,0,5,7.6,10,0,4,4,33,Creatividad,Ermitaño,Atletismo,Adolescente,Departamento,San_Myshuno,60.5,0
7,66050,9,7,1,4,11.5,4,4,3.2,4,1,9,9,38,Amor,Ambicioso,Ingeniería,Niño,Departamento,Oasis_Springs,82.2,1
7,4066,9,7,0,2,7.8,2,9,7.5,5,0,9,8,48,Riqueza,Perezoso,Medicina,Adulto_Joven,Casa_Propia,Windenburg,78.3,1
1,9939,10,1,0,0,3.6,1,2,4.4,9,1,9,4,13,Atletismo,Sociable,Medicina,Adulto,Casa_Propia,Willow_Creek,57.8,0
8,80644,6,11,1,0,9.8,1,7,9.4,5,1,8,7,4,Creatividad,Sociable,Derecho,Adulto,Compartido,Windenburg,67.4,0
10,87945,0,8,0,0,4.9,4,9,6.9,6,1,0,0,36,Naturaleza,Bromista,Atletismo,Adulto_Mayor,Casa_Propia,Willow_Creek,58.6,0
5,25638,8,20,1,3,2.6,4,8,0.2,0,0,0,4,18,Amor,Perezoso,Arte,Adolescente,Casa_Familiar,San_Myshuno,66.8,0
10,2261,4,2,0,1,0.7,3,2,3.5,3,1,7,5,34,Familia,Artístico,Tecnología,Adulto_Joven,Casa_Propia,Willow_Creek,33.9,0
7,68153,7,19,0,2,12.1,3,9,8.6,8,1,6,4,26,Atletismo,Perezoso,Negocios,Adulto_Joven,Compartido,Del_Sol_Valley,61.6,0
8,98428,7,7,0,1,7.9,3,6,3.9,9,1,7,10,16,Atletismo,Ermitaño,Medicina,Niño,Casa_Propia,Del_Sol_Valley,53.3,0
6,11493,1,8,1,2,0.4,5,5,2.6,1,0,7,0,27,Riqueza,Sociable,Medicina,Niño,Compartido,Willow_Creek,79.2,1
7,9170,2,5,0,2,6.9,2,2,9.6,9,0,4,3,19,Conocimiento,Bromista,Negocios,Adulto,Casa_Propia,Windenburg,67.8,0
10,39006,8,7,1,2,4.0,4,2,11.7,8,1,7,4,39,Familia,Perezoso,Educación,Adolescente,Departamento,San_Myshuno,65.6,0
6,61635,6,0,0,1,3.7,0,4,0.6,4,0,4,1,2,Creatividad,Bromista,Educación,Adulto,Compartido,Del_Sol_Valley,54.9,0
6,46558,2,19,0,0,12.9,4,2,1.3,6,1,6,3,32,Naturaleza,Ermitaño,Ingeniería,Adulto_Mayor,Casa_Propia,Oasis_Springs,62.3,0
2,46969,9,7,0,4,13.4,5,1,1.9,10,0,2,3,42,Atletismo,Creativo,Atletismo,Adolescente,Casa_Propia,Windenburg,99.1,1
6,46898,9,18,1,1,10.3,1,7,1.3,9,0,4,5,10,Creatividad,Ambicioso,Tecnología,Adulto,Compartido,Pleasantview,90.6,1
9,98902,2,16,1,0,3.5,1,10,1.7,10,0,2,4,33,Riqueza,Ambicioso,Ingeniería,Adolescente,Compartido,Willow_Creek,76.8,1
7,27396,3,14,1,2,1.4,2,5,0.2,5,0,9,6,40,Amor,Sociable,Tecnología,Adulto,Departamento,Willow_Creek,77.0,1
8,9730,2,8,0,1,0.8,3,10,3.1,1,0,9,10,0,Conocimiento,Sociable,Medicina,Niño,Casa_Propia,Willow_Creek,45.7,0
2,52967,6,13,1,3,0.7,5,9,3.6,6,1,4,3,37,Conocimiento,Alegre,Derecho,Adolescente,Departamento,Oasis_Springs,77.0,1
9,47770,8,7,0,1,13.6,2,2,5.6,7,1,5,8,30,Naturaleza,Ermitaño,Derecho,Adulto_Joven,Casa_Propia,San_Myshuno,56.9,0
6,27809,3,15,1,4,2.4,4,1,3.0,4,0,3,2,12,Naturaleza,Bromista,Atletismo,Adulto_Joven,Compartido,Del_Sol_Valley,69.0,0
5,96659,0,17,0,1,10.2,2,4,3.5,5,1,10,6,16,Amor,Perezoso,Tecnología,Niño,Departamento,Windenburg,49.0,0
1,16736,0,14,0,1,4.4,3,1,0.7,5,1,5,6,8,Atletismo,Ambicioso,Medicina,Adulto_Mayor,Departamento,Oasis_Springs,47.1,0
9,13601,2,8,0,0,10.7,1,2,11.0,8,1,9,6,49,Conocimiento,Bromista,Negocios,Niño,Departamento,San_Myshuno,65.1,0
7,13421,8,17,1,0,11.4,3,8,1.4,4,0,9,1,2,Riqueza,Ambicioso,Atletismo,Adulto_Mayor,Casa_Propia,Windenburg,99.3,1
4,94087,3,0,1,1,3.7,5,2,2.7,9,1,6,8,20,Familia,Ambicioso,Arte,Adolescente,Casa_Familiar,Oasis_Springs,45.5,0
6,89482,7,15,1,1,4.7,2,10,3.2,7,0,5,9,33,Atletismo,Ermitaño,Derecho,Adulto,Departamento,Pleasantview,68.4,0
10,95606,9,17,1,1,6.9,5,3,10.2,10,0,9,6,12,Riqueza,Ermitaño,Arte,Adulto,Compartido,Windenburg,92.5,1
9,13151,10,13,0,1,0.7,5,9,5.6,6,0,7,4,44,Conocimiento,Perezoso,Educación,Adulto_Joven,Departamento,Pleasantview,80.7,1
3,2533,3,10,1,0,0.3,3,1,4.1,8,1,0,3,31,Familia,Creativo,Tecnología,Adulto_Joven,Casa_Propia,Windenburg,52.7,0
8,39580,6,19,0,2,11.4,5,5,3.7,2,0,8,4,32,Creatividad,Alegre,Ingeniería,Niño,Compartido,Del_Sol_Valley,94.7,1
1,47678,8,0,0,0,6.4,5,2,6.2,2,0,6,9,46,Creatividad,Ermitaño,Medicina,Adulto_Mayor,Compartido,San_Myshuno,53.5,0
5,25265,2,19,1,3,7.0,4,9,1.2,10,0,7,5,6,Riqueza,Ambicioso,Educación,Niño,Casa_Propia,Del_Sol_Valley,93.7,1
6,61601,7,5,1,1,8.5,5,1,11.0,7,1,1,3,36,Amor,Artístico,Tecnología,Adulto,Casa_Familiar,Oasis_Springs,79.4,1
7,61643,1,8,0,2,4.6,5,1,4.8,3,1,7,7,47,Fama,Ambicioso,Ingeniería,Niño,Casa_Familiar,Oasis_Springs,59.5,0
1,67409,6,5,1,2,10.7,1,10,4.3,9,0,5,8,6,Atletismo,Sociable,Tecnología,Adulto,Casa_Familiar,Windenburg,75.4,1
4,34641,4,20,0,1,0.3,4,8,7.7,7,0,4,1,41,Amor,Ermitaño,Educación,Adolescente,Departamento,Willow_Creek,52.9,0
3,3231,4,8,1,0,1.8,2,9,2.8,3,1,7,6,23,Conocimiento,Perezoso,Educación,Adulto_Joven,Compartido,Del_Sol_Valley,50.5,0
4,28703,3,8,0,0,13.0,4,2,7.2,4,1,0,5,39,Amor,Sociable,Medicina,Niño,Casa_Propia,Pleasantview,57.3,0
7,17180,5,12,1,4,12.3,0,6,9.4,8,0,7,5,1,Conocimiento,Sociable,Ingeniería,Adolescente,Compartido,Del_Sol_Valley,83.3,1
1,96905,4,5,0,4,1.1,3,3,8.8,10,1,8,4,44,Amor,Creativo,Ingeniería,Adulto_Joven,Casa_Propia,Del_Sol_Valley,82.6,1
8,84072,2,7,1,0,7.8,3,1,5.9,10,0,5,7,30,Atletismo,Perezoso,Atletismo,Adulto,Casa_Familiar,Del_Sol_Valley,73.5,1
2,99675,2,4,0,3,10.3,2,4,4.3,6,0,6,8,19,Atletismo,Perezoso,Atletismo,Adulto_Joven,Casa_Familiar,Pleasantview,52.7,0
6,75376,5,15,0,2,3.6,5,6,7.1,7,1,0,10,8,Familia,Alegre,Atletismo,Adolescente,Casa_Propia,Del_Sol_Valley,44.9,0
9,13348,10,2,1,4,0.2,2,2,9.1,4,0,9,2,8,Conocimiento,Sociable,Arte,Adulto_Joven,Compartido,Willow_Creek,80.5,1
9,45421,7,13,0,1,9.2,3,9,3.3,8,1,2,7,44,Creatividad,Artístico,Ingeniería,Adolescente,Compartido,Willow_Creek,89.4,1
10,69310,0,7,1,0,10.8,2,6,1.6,6,0,7,0,33,Amor,Alegre,Arte,Adulto_Joven,Casa_Familiar,San_Myshuno,76.3,1
5,6697,0,2,0,3,10.3,3,10,7.8,7,0,8,8,39,Amor,Ermitaño,Atletismo,Adulto_Joven,Departamento,Oasis_Springs,62.6,0
5,88995,8,20,0,4,2.4,3,5,2.0,10,0,0,1,46,Conocimiento,Bromista,Educación,Adolescente,Casa_Familiar,Del_Sol_Valley,78.3,1
10,84786,6,7,0,0,7.9,3,4,4.4,10,1,6,7,11,Conocimiento,Artístico,Educación,Adolescente,Departamento,Oasis_Springs,77.1,1
2,97087,6,6,1,4,3.2,3,6,2.4,7,0,7,2,11,Familia,Alegre,Arte,Adulto_Joven,Departamento,Pleasantview,76.5,1
10,30016,4,1,1,1,8.6,5,3,5.5,7,1,4,4,25,Riqueza,Perezoso,Tecnología,Adulto_Joven,Compartido,Willow_Creek,56.8,0
1,29880,6,19,0,4,6.7,1,4,7.3,4,1,2,8,26,Creatividad,Ermitaño,Atletismo,Adulto_Mayor,Compartido,San_Myshuno,52.4,0
1,62965,6,19,0,3,8.0,0,2,5.3,1,1,3,8,18,Naturaleza,Alegre,Tecnología,Adulto_Joven,Casa_Propia,Windenburg,57.8,0
1,78465,6,2,1,0,4.4,2,1,1.6,4,0,10,4,43,Fama,Bromista,Arte,Adulto_Joven,Compartido,Willow_Creek,74.9,1
3,27147,10,5,1,4,7.4,5,10,0.7,5,0,4,4,27,Fama,Bromista,Atletismo,Adulto_Joven,Departamento,Willow_Creek,83.7,1
9,32841,9,3,1,1,7.2,2,9,3.1,2,0,5,6,8,Creatividad,Alegre,Negocios,Adulto_Mayor,Casa_Familiar,San_Myshuno,79.8,1
3,34836,9,14,0,0,2.4,2,8,2.5,2,1,8,7,24,Amor,Creativo,Atletismo,Adolescente,Casa_Familiar,Willow_Creek,81.1,1
5,62198,7,3,1,4,0.3,3,9,9.0,4,1,5,5,18,Amor,Artístico,Negocios,Adolescente,Departamento,Pleasantview,59.1,0
9,10847,7,8,0,1,9.2,5,8,3.4,3,0,1,4,34,Amor,Ermitaño,Ingeniería,Adolescente,Casa_Familiar,Windenburg,72.4,1
9,51345,2,11,0,2,3.4,0,8,4.3,10,1,4,5,41,Fama,Bromista,Arte,Adulto,Casa_Familiar,Del_Sol_Valley,84.6,1
5,24243,9,20,0,2,7.4,3,2,4.7,2,1,3,7,15,Fama,Perezoso,Derecho,Adulto,Compartido,Willow_Creek,42.4,0
4,70779,2,20,1,3,0.3,4,7,8.4,8,1,2,4,32,Naturaleza,Perezoso,Ingeniería,Adulto_Joven,Compartido,San_Myshuno,57.8,0
5,74334,1,8,0,1,3.7,2,5,5.9,10,0,10,7,31,Familia,Perezoso,Tecnología,Adolescente,Casa_Familiar,Oasis_Springs,66.0,0
6,91279,9,4,1,1,0.6,5,5,2.4,7,0,4,9,6,Creatividad,Perezoso,Tecnología,Adulto,Casa_Familiar,Del_Sol_Valley,40.3,0
4,36190,4,12,1,4,4.1,3,8,2.1,8,0,3,2,42,Conocimiento,Bromista,Medicina,Adolescente,Departamento,Windenburg,75.8,1
7,11366,5,7,0,2,10.2,1,8,3.7,6,1,4,9,28,Naturaleza,Alegre,Atletismo,Adulto_Mayor,Casa_Propia,Windenburg,68.8,0
9,23275,6,9,0,0,8.8,2,6,5.2,5,1,0,0,39,Naturaleza,Creativo,Derecho,Adulto,Compartido,Willow_Creek,80.2,1
1,22361,7,17,1,1,2.3,5,9,4.4,9,1,9,7,18,Atletismo,Alegre,Derecho,Adulto_Joven,Departamento,Del_Sol_Valley,71.6,1
9,402,0,8,0,2,1.7,5,1,7.0,4,0,4,1,40,Naturaleza,Bromista,Educación,Adolescente,Departamento,Pleasantview,72.7,1
7,58617,4,11,0,3,1.7,1,8,8.6,10,1,0,4,49,Creatividad,Artístico,Derecho,Adulto,Casa_Propia,Windenburg,66.8,0
1,65839,8,11,1,0,11.9,2,9,9.0,8,1,8,3,7,Conocimiento,Alegre,Negocios,Adulto,Compartido,Willow_Creek,74.2,1
8,35786,8,7,1,0,4.0,0,3,4.8,10,0,7,8,18,Naturaleza,Alegre,Derecho,Adulto_Mayor,Casa_Familiar,Windenburg,74.0,1
5,28592,6,18,0,2,13.9,0,4,5.5,4,1,5,4,24,Conocimiento,Ambicioso,Derecho,Adulto,Compartido,Del_Sol_Valley,66.0,0
1,55830,4,8,0,2,7.8,4,3,11.4,2,1,3,7,34,Naturaleza,Creativo,Atletismo,Adulto,Casa_Propia,Pleasantview,49.4,0
1,15372,3,12,0,0,14.0,3,3,7.4,3,0,6,5,21,Conocimiento,Perezoso,Ingeniería,Niño,Casa_Propia,Pleasantview,54.1,0
1,78301,5,15,0,4,3.4,5,6,7.2,8,1,4,1,24,Creatividad,Sociable,Tecnología,Niño,Compartido,San_Myshuno,68.8,0
5,23431,1,17,1,0,13.3,0,8,7.0,1,0,1,1,7,Amor,Ambicioso,Tecnología,Adulto,Casa_Propia,San_Myshuno,59.0,0
6,69979,10,7,1,4,12.9,5,4,0.6,5,0,10,10,7,Atletismo,Creativo,Derecho,Niño,Casa_Propia,Oasis_Springs,95.2,1
3,67472,2,0,1,3,2.4,3,5,1.2,10,0,0,7,35,Conocimiento,Artístico,Educación,Adulto_Mayor,Casa_Propia,Willow_Creek,61.2,0
10,76682,5,13,1,4,13.8,0,4,3.3,6,1,4,2,18,Creatividad,Bromista,Educación,Adulto_Mayor,Casa_Propia,Windenburg,87.4,1
1,53626,8,2,0,4,4.9,3,2,10.0,7,0,4,0,25,Familia,Artístico,Medicina,Adulto_Joven,Departamento,Willow_Creek,71.4,1
10,16202,2,16,1,0,2.1,0,10,5.5,6,1,10,0,46,Riqueza,Bromista,Atletismo,Adulto,Departamento,Windenburg,92.1,1
2,4340,10,20,1,3,5.1,5,3,8.1,4,1,8,0,5,Riqueza,Ermitaño,Atletismo,Adulto_Joven,Casa_Propia,Oasis_Springs,71.6,1
2,3133,5,1,0,2,1.1,5,8,2.1,10,1,9,6,8,Fama,Bromista,Negocios,Adulto_Mayor,Casa_Familiar,San_Myshuno,41.8,0
5,13956,1,0,1,2,8.4,1,9,5.9,1,0,10,4,24,Familia,Artístico,Medicina,Niño,Casa_Familiar,Windenburg,64.4,0
8,87186,0,15,1,1,8.4,1,6,9.8,5,0,4,4,15,Atletismo,Alegre,Derecho,Adolescente,Departamento,Windenburg,92.3,1
7,10839,3,14,0,3,4.6,0,5,11.6,0,1,5,6,9,Riqueza,Ambicioso,Atletismo,Adulto,Departamento,Pleasantview,41.6,0
8,45207,3,19,0,4,4.4,1,4,0.4,1,0,10,1,24,Atletismo,Sociable,Ingeniería,Adulto,Casa_Familiar,Windenburg,82.9,1
5,48752,0,2,1,4,0.5,3,8,4.1,3,1,5,4,7,Conocimiento,Artístico,Tecnología,Adolescente,Casa_Familiar,San_Myshuno,62.8,0
9,63604,6,1,0,2,9.3,5,3,3.7,8,0,5,0,9,Atletismo,Bromista,Ingeniería,Adulto_Mayor,Casa_Familiar,Windenburg,73.1,1
8,12289,5,7,0,2,3.5,1,2,5.2,5,1,4,3,35,Riqueza,Artístico,Derecho,Adulto_Joven,Compartido,Windenburg,60.8,0
1,7387,0,1,0,4,6.6,1,10,9.1,3,1,9,3,25,Atletismo,Ambicioso,Educación,Adulto_Mayor,Casa_Familiar,Windenburg,47.8,0
6,84516,9,18,1,0,7.1,1,6,0.6,7,1,10,8,47,Atletismo,Bromista,Derecho,Adolescente,Compartido,Willow_Creek,86.1,1
10,70802,5,12,0,0,11.0,2,3,11.2,0,0,5,1,3,Creatividad,Artístico,Derecho,Adulto,Compartido,Oasis_Springs,66.5,0
8,60995,6,14,1,1,8.9,0,1,10.3,4,0,5,6,14,Riqueza,Bromista,Educación,Adolescente,Casa_Propia,Pleasantview,79.8,1
9,10255,6,14,1,4,13.6,5,9,0.9,4,0,10,8,33,Fama,Perezoso,Derecho,Niño,Compartido,San_Myshuno,85.4,1
8,70556,9,10,1,1,8.8,1,3,4.0,8,0,2,7,41,Familia,Artístico,Derecho,Adulto,Departamento,Pleasantview,74.6,1
7,78756,2,9,0,2,5.0,4,2,6.1,8,1,10,0,43,Atletismo,Ambicioso,Atletismo,Adulto,Compartido,San_Myshuno,71.3,1
4,84530,0,4,0,0,12.2,3,1,6.9,9,1,10,7,38,Naturaleza,Sociable,Educación,Adolescente,Compartido,Windenburg,71.3,1
1,6165,2,19,0,2,7.2,2,8,7.7,5,0,2,7,45,Familia,Ambicioso,Educación,Adulto,Casa_Propia,Windenburg,56.9,0
4,56424,7,11,0,2,2.6,1,9,6.0,3,1,6,7,19,Amor,Ambicioso,Derecho,Adulto_Mayor,Departamento,Windenburg,44.1,0
3,8411,7,2,0,4,7.9,3,5,9.6,0,1,5,4,11,Conocimiento,Artístico,Derecho,Adolescente,Compartido,Pleasantview,46.6,0
8,33578,3,3,0,0,1.7,3,7,11.3,3,1,6,2,46,Fama,Sociable,Arte,Adulto_Joven,Casa_Propia,Windenburg,75.6,1
4,34396,10,2,0,0,4.8,1,5,4.8,10,1,10,1,33,Creatividad,Creativo,Arte,Adolescente,Casa_Familiar,Oasis_Springs,60.1,0
4,13774,7,18,0,3,0.4,2,4,6.8,10,0,5,1,29,Fama,Alegre,Arte,Adulto_Joven,Casa_Familiar,San_Myshuno,78.3,1
9,21281,3,0,1,0,1.1,5,9,10.4,8,0,5,9,0,Riqueza,Bromista,Derecho,Adulto_Mayor,Casa_Propia,Del_Sol_Valley,59.1,0
2,93439,10,19,1,1,3.1,3,10,9.5,2,1,3,0,11,Creatividad,Sociable,Negocios,Adulto,Casa_Propia,Del_Sol_Valley,71.1,1
8,98447,2,17,1,0,8.7,3,1,3.1,2,1,6,10,32,Creatividad,Perezoso,Ingeniería,Niño,Casa_Propia,Del_Sol_Valley,47.7,0
4,51743,0,2,0,3,6.9,2,7,0.4,7,0,8,2,22,Atletismo,Ermitaño,Atletismo,Adulto,Departamento,San_Myshuno,63.0,0
10,45187,10,1,1,2,6.1,4,1,7.5,7,0,0,2,39,Amor,Alegre,Arte,Adulto_Joven,Compartido,Willow_Creek,82.2,1
10,97301,4,19,1,2,8.0,3,1,4.9,0,0,7,1,19,Amor,Ermitaño,Arte,Niño,Casa_Propia,Willow_Creek,80.2,1
5,46937,9,12,1,3,2.7,5,2,0.3,10,1,4,5,24,Familia,Artístico,Medicina,Adulto,Casa_Familiar,Del_Sol_Valley,75.6,1
8,43337,9,19,1,1,9.6,1,4,0.2,4,0,9,3,12,Creatividad,Artístico,Tecnología,Adolescente,Departamento,Del_Sol_Valley,100.0,1
10,4743,10,19,1,4,7.6,2,1,10.9,2,1,0,6,37,Fama,Sociable,Medicina,Adulto_Mayor,Departamento,Willow_Creek,63.1,0
7,14275,8,0,0,4,2.0,5,3,1.1,4,1,1,6,13,Naturaleza,Artístico,Tecnología,Adulto_Mayor,Compartido,Windenburg,48.8,0
9,49190,0,1,1,3,7.8,0,10,9.8,10,1,8,7,11,Creatividad,Creativo,Negocios,Adulto,Casa_Familiar,Del_Sol_Valley,68.8,0
7,31533,5,16,1,4,1.6,5,4,8.9,6,0,6,4,45,Atletismo,Ambicioso,Ingeniería,Adulto,Casa_Propia,Del_Sol_Valley,84.0,1
1,6488,10,2,0,3,9.4,5,2,6.8,2,1,10,7,14,Creatividad,Ermitaño,Negocios,Adolescente,Departamento,Del_Sol_Valley,37.1,0
7,73214,8,17,0,4,3.2,2,4,9.6,6,0,0,0,28,Creatividad,Ambicioso,Tecnología,Niño,Departamento,Oasis_Springs,75.1,1
3,62849,9,18,0,2,0.7,1,8,7.4,2,1,0,0,43,Familia,Artístico,Medicina,Niño,Departamento,Windenburg,65.2,0
6,6140,8,10,1,3,2.6,5,8,6.3,8,1,1,5,0,Creatividad,Ermitaño,Derecho,Adulto_Joven,Departamento,Windenburg,54.7,0
8,98158,3,5,1,2,6.8,1,8,0.7,4,0,5,6,3,Amor,Perezoso,Tecnología,Adolescente,Casa_Familiar,Del_Sol_Valley,77.6,1
2,25291,8,20,1,3,10.0,3,2,1.8,1,0,1,4,28,Creatividad,Ambicioso,Tecnología,Adulto_Mayor,Casa_Propia,Del_Sol_Valley,56.0,0
7,33025,6,8,1,2,5.2,2,1,8.5,0,1,2,5,35,Fama,Bromista,Medicina,Adolescente,Departamento,Windenburg,73.3,1
6,17542,6,5,1,1,5.1,0,3,8.3,5,1,8,10,46,Creatividad,Bromista,Tecnología,Adolescente,Departamento,Del_Sol_Valley,49.2,0
3,80824,1,12,0,4,6.2,5,3,8.2,5,0,8,3,39,Creatividad,Perezoso,Atletismo,Adulto_Mayor,Compartido,Oasis_Springs,61.4,0
8,95349,1,7,1,0,12.1,2,9,8.2,1,1,3,4,12,Familia,Alegre,Medicina,Adulto_Mayor,Casa_Familiar,Windenburg,68.3,0
8,96554,4,15,0,1,11.2,3,9,6.7,3,1,6,3,19,Riqueza,Sociable,Negocios,Adolescente,Casa_Familiar,San_Myshuno,89.6,1
1,9887,2,20,1,4,13.0,2,9,8.5,1,0,1,7,27,Creatividad,Sociable,Educación,Niño,Departamento,Del_Sol_Valley,70.5,1
4,96800,6,3,0,1,11.0,4,7,5.6,0,0,2,5,26,Amor,Creativo,Educación,Niño,Departamento,Pleasantview,62.9,0
1,5664,3,5,0,2,6.2,0,7,4.9,5,0,6,6,45,Fama,Sociable,Medicina,Adulto_Joven,Casa_Familiar,Pleasantview,55.2,0
7,74618,1,18,0,4,8.0,0,8,0.4,5,1,4,2,33,Fama,Creativo,Educación,Adulto_Mayor,Casa_Propia,Willow_Creek,74.4,1
9,65576,0,17,1,4,7.7,5,9,9.1,3,0,1,6,20,Naturaleza,Artístico,Arte,Adolescente,Casa_Propia,Pleasantview,76.2,1
10,87012,10,16,1,4,13.8,2,9,4.5,5,1,9,1,5,Amor,Sociable,Ingeniería,Niño,Casa_Familiar,Willow_Creek,100.0,1
4,53482,1,3,1,0,10.3,1,3,10.7,2,1,0,1,12,Atletismo,Artístico,Atletismo,Adolescente,Casa_Familiar,Del_Sol_Valley,59.0,0
3,35210,10,1,0,3,7.5,1,1,4.0,9,1,9,1,37,Familia,Sociable,Derecho,Niño,Compartido,Windenburg,74.8,1
4,66037,6,6,1,3,9.0,4,6,6.1,3,0,8,2,14,Naturaleza,Artístico,Medicina,Adulto_Joven,Departamento,Pleasantview,89.7,1
1,58427,9,2,0,3,13.4,0,7,9.8,10,1,9,9,22,Amor,Artístico,Arte,Adulto_Joven,Casa_Familiar,San_Myshuno,51.4,0
4,18350,10,10,0,4,2.7,4,1,11.1,0,0,2,1,15,Familia,Creativo,Tecnología,Adulto,Casa_Familiar,Del_Sol_Valley,50.3,0
7,66322,1,14,0,1,13.2,3,1,10.0,9,0,8,4,41,Amor,Sociable,Derecho,Niño,Casa_Familiar,Del_Sol_Valley,79.8,1
1,68817,5,15,0,3,4.9,3,9,9.5,1,1,7,6,2,Atletismo,Artístico,Negocios,Adulto_Joven,Casa_Familiar,Del_Sol_Valley,65.6,0
8,21815,7,9,1,3,4.9,0,10,2.9,1,0,2,2,16,Fama,Perezoso,Tecnología,Niño,Compartido,Del_Sol_Valley,70.8,1
9,63583,6,7,1,4,3.1,0,8,0.7,4,1,4,3,17,Riqueza,Creativo,Negocios,Adulto_Joven,Departamento,San_Myshuno,76.2,1
4,31410,9,9,1,3,5.0,5,5,4.0,9,1,3,0,13,Amor,Bromista,Arte,Adulto_Mayor,Departamento,Del_Sol_Valley,74.2,1
8,52704,1,14,1,2,7.1,5,1,2.5,7,0,6,7,30,Naturaleza,Creativo,Medicina,Adulto,Compartido,San_Myshuno,72.8,1
5,36207,1,4,0,2,2.4,3,4,9.9,8,1,9,9,36,Riqueza,Ermitaño,Derecho,Adulto_Mayor,Departamento,San_Myshuno,52.6,0
10,66593,9,0,1,2,2.4,0,10,11.7,2,1,4,2,21,Familia,Artístico,Educación,Niño,Casa_Familiar,Willow_Creek,72.8,1
6,6664,7,14,0,1,4.0,3,2,0.9,9,0,2,10,35,Atletismo,Ambicioso,Educación,Adulto,Casa_Propia,Del_Sol_Valley,55.9,0
6,19414,10,13,0,4,0.1,3,5,8.5,6,1,4,4,40,Creatividad,Creativo,Tecnología,Adulto_Mayor,Casa_Propia,Pleasantview,77.8,1
9,45709,2,2,0,0,9.0,2,7,8.6,2,1,2,8,37,Naturaleza,Ermitaño,Atletismo,Adulto,Departamento,Willow_Creek,41.6,0
